PlotID,Sample,Stomata_number,Stomata_density,Flag_for_removal,Name2,new1,new2,new3
16EF0003,16EF0003_2_4,50,78.125,,PI524689,93.2992,93.2992,93.2992
16EF0004,16EF0004_1_1,58,90.625,,PI665085,74.9347,74.9347,74.9347
16EF0004,16EF0004_1_2,56,87.5,,PI665085,80.8311,80.8311,80.8311
16EF0004,16EF0004_1_3,70,109.375,,PI665085,74.5447,74.5447,74.5447
16EF0004,16EF0004_1_4,69,107.8125,,PI665085,78.6354,78.6354,78.6354
16EF0004,16EF0004_2_1,47,73.4375,,PI665085,72.4126,72.4126,72.4126
16EF0004,16EF0004_2_2,64,100,,PI665085,77.3111,77.3111,77.3111
16EF0004,16EF0004_2_3,63,98.4375,,PI665085,77.6734,77.6734,77.6734
16EF0004,16EF0004_2_4,72,112.5,,PI665085,76.7564,76.7564,76.7564
16EF0005,16EF0005_1_1,87,135.9375,,PI660645,67.8279,67.8279,67.8279
16EF0005,16EF0005_1_2,70,109.375,,PI660645,67.211,67.211,67.211
16EF0005,16EF0005_1_3,65,101.5625,,PI660645,75.768,75.768,75.768
16EF0005,16EF0005_1_4,78,121.875,,PI660645,77.7136,77.7136,77.7136
16EF0005,16EF0005_2_1,78,121.875,,PI660645,84.1747,84.1747,84.1747
16EF0005,16EF0005_2_2,75,117.1875,,PI660645,110.4682,110.4682,110.4682
16EF0005,16EF0005_2_3,59,92.1875,,PI660645,91.6261,91.6261,91.6261
16EF0005,16EF0005_2_4,66,103.125,,PI660645,89.6373,89.6373,89.6373
16EF0006,16EF0006_1_1,62,96.875,,PI525835,75.1188,75.1188,75.1188
16EF0006,16EF0006_1_2,72,112.5,,PI525835,72.0952,72.0952,72.0952
16EF0006,16EF0006_1_3,74,115.625,,PI525835,74.5395,74.5395,74.5395
16EF0006,16EF0006_1_4,62,96.875,,PI525835,77.1486,77.1486,77.1486
16EF0006,16EF0006_2_1,62,96.875,,PI525835,105.1266,105.1266,105.1266
16EF0006,16EF0006_2_2,64,100,,PI525835,97.7443,97.7443,97.7443
16EF0006,16EF0006_2_3,40,62.5,,PI525835,89.0814,89.0814,89.0814
16EF0006,16EF0006_2_4,33,51.5625,,PI525835,82.6007,82.6007,82.6007
16EF0007,16EF0007_1_1,77,120.3125,,PI525059,66.9844,66.9844,66.9844
16EF0007,16EF0007_1_2,87,135.9375,,PI525059,77.5832,77.5832,77.5832
16EF0007,16EF0007_1_3,67,104.6875,,PI525059,68.6064,68.6064,68.6064
16EF0007,16EF0007_1_4,72,112.5,,PI525059,71.4808,71.4808,71.4808
16EF0007,16EF0007_2_1,82,128.125,,PI525059,72.7536,72.7536,72.7536
16EF0007,16EF0007_2_2,88,137.5,,PI525059,73.1624,73.1624,73.1624
16EF0007,16EF0007_2_3,82,128.125,,PI525059,71.2184,71.2184,71.2184
16EF0007,16EF0007_2_4,88,137.5,,PI525059,73.326,73.326,73.326
16EF0008,16EF0008_1_1,71,110.9375,,PI453129,112.3183,112.3183,112.3183
16EF0008,16EF0008_1_2,81,126.5625,,PI453129,110.2409,110.2409,110.2409
16EF0008,16EF0008_1_3,72,112.5,,PI453129,121.3633,121.3633,121.3633
16EF0008,16EF0008_1_4,71,110.9375,,PI453129,92.7228,92.7228,92.7228
16EF0008,16EF0008_2_1,66,103.125,,PI453129,85.0915,85.0915,85.0915
16EF0008,16EF0008_2_2,75,117.1875,,PI453129,99.1957,99.1957,99.1957
16EF0008,16EF0008_2_3,72,112.5,,PI453129,92.5373,92.5373,92.5373
16EF0008,16EF0008_2_4,55,85.9375,,PI453129,91.0157,91.0157,91.0157
16EF0009,16EF0009_1_1,77,120.3125,,PI156463,71.5423,71.5423,71.5423
16EF0009,16EF0009_1_2,73,114.0625,,PI156463,76.4989,76.4989,76.4989
16EF0009,16EF0009_1_3,75,117.1875,,PI156463,75.1137,75.1137,75.1137
16EF0009,16EF0009_1_4,69,107.8125,,PI156463,74.0116,74.0116,74.0116
16EF0009,16EF0009_2_2,84,131.25,,PI156463,80.674,80.674,80.674
16EF0009,16EF0009_2_3,77,120.3125,,PI156463,78.2084,78.2084,78.2084
16EF0009,16EF0009_2_4,92,143.75,,PI156463,73.9846,73.9846,73.9846
16EF0010,16EF0010_1_1,57,89.0625,,PI513912,77.0007,77.0007,77.0007
16EF0010,16EF0010_1_3,62,96.875,,PI513912,77.1983,77.1983,77.1983
16EF0010,16EF0010_1_4,34,53.125,,PI513912,74.3097,74.3097,74.3097
16EF0010,16EF0010_2_2,60,93.75,,PI513912,77.7814,77.7814,77.7814
16EF0010,16EF0010_2_3,52,81.25,,PI513912,77.0316,77.0316,77.0316
16EF0010,16EF0010_2_4,44,68.75,,PI513912,78.3498,78.3498,78.3498
16EF0011,16EF0011_1_1,58,90.625,,PI276801,75.2511,75.2511,75.2511
16EF0011,16EF0011_1_2,61,95.3125,,PI276801,76.0824,76.0824,76.0824
16EF0011,16EF0011_1_3,54,84.375,,PI276801,65.8789,65.8789,65.8789
16EF0011,16EF0011_1_4,70,109.375,,PI276801,69.9866,69.9866,69.9866
16EF0011,16EF0011_2_1,50,78.125,,PI276801,102.5335,102.5335,102.5335
16EF0011,16EF0011_2_2,57,89.0625,,PI276801,104.2019,104.2019,104.2019
16EF0011,16EF0011_2_3,48,75,,PI276801,103.3026,103.3026,103.3026
16EF0011,16EF0011_2_4,30,46.875,,PI276801,90.3354,90.3354,90.3354
16EF0012,16EF0012_1_1,54,84.375,,PI148089,73.4812,73.4812,73.4812
16EF0012,16EF0012_1_2,66,103.125,,PI148089,78.7267,78.7267,78.7267
16EF0012,16EF0012_1_3,64,100,,PI148089,97.1073,97.1073,97.1073
16EF0012,16EF0012_1_4,68,106.25,,PI148089,79.0076,79.0076,79.0076
16EF0012,16EF0012_2_1,61,95.3125,,PI148089,75.154,75.154,75.154
16EF0012,16EF0012_2_2,64,100,,PI148089,76.7776,76.7776,76.7776
16EF0012,16EF0012_2_3,77,120.3125,,PI148089,77.1996,77.1996,77.1996
16EF0012,16EF0012_2_4,30,46.875,,PI148089,73.2215,73.2215,73.2215
16EF0013,16EF0013_1_1,80,125,,PI665103,77.5004,77.5004,77.5004
16EF0013,16EF0013_1_2,56,87.5,,PI665103,87.3736,87.3736,87.3736
16EF0013,16EF0013_1_3,59,92.1875,,PI665103,82.5471,82.5471,82.5471
16EF0013,16EF0013_1_4,64,100,,PI665103,78.1021,78.1021,78.1021
16EF0013,16EF0013_2_1,87,135.9375,,PI665103,85.9032,85.9032,85.9032
16EF0013,16EF0013_2_2,75,117.1875,,PI665103,77.5078,77.5078,77.5078
16EF0013,16EF0013_2_3,86,134.375,,PI665103,81.7796,81.7796,81.7796
16EF0013,16EF0013_2_4,67,104.6875,,PI665103,84.5522,84.5522,84.5522
16EF0014,16EF0014_1_1,70,109.375,,PI330800,75.3499,75.3499,75.3499
16EF0014,16EF0014_1_2,75,117.1875,,PI330800,69.4059,69.4059,69.4059
16EF0014,16EF0014_1_3,69,107.8125,,PI330800,73.7248,73.7248,73.7248
16EF0014,16EF0014_1_4,71,110.9375,,PI330800,69.7299,69.7299,69.7299
16EF0014,16EF0014_2_1,51,79.6875,,PI330800,79.2856,79.2856,79.2856
16EF0014,16EF0014_2_2,54,84.375,,PI330800,74.5153,74.5153,74.5153
16EF0014,16EF0014_2_3,55,85.9375,,PI330800,77.8605,77.8605,77.8605
16EF0014,16EF0014_2_4,56,87.5,,PI330800,73.5145,73.5145,73.5145
16EF0015,16EF0015_1_1,32,50,,PI329367,79.3378,79.3378,79.3378
16EF0015,16EF0015_1_2,69,107.8125,,PI329367,82.6947,82.6947,82.6947
16EF0015,16EF0015_1_3,63,98.4375,,PI329367,84.7733,84.7733,84.7733
16EF0015,16EF0015_1_4,69,107.8125,,PI329367,79.8309,79.8309,79.8309
16EF0015,16EF0015_2_1,58,90.625,,PI329367,72.8794,72.8794,72.8794
16EF0015,16EF0015_2_2,57,89.0625,,PI329367,71.8293,71.8293,71.8293
16EF0015,16EF0015_2_3,46,71.875,,PI329367,73.1366,73.1366,73.1366
16EF0015,16EF0015_2_4,57,89.0625,,PI329367,83.4612,83.4612,83.4612
16EF0016,16EF0016_1_1,75,117.1875,,PI665137,67.7238,67.7238,67.7238
16EF0016,16EF0016_1_2,70,109.375,,PI665137,67.1654,67.1654,67.1654
16EF0016,16EF0016_1_3,71,110.9375,,PI665137,65.3178,65.3178,65.3178
16EF0016,16EF0016_1_4,75,117.1875,,PI665137,64.7457,64.7457,64.7457
16EF0016,16EF0016_2_1,76,118.75,,PI665137,87.6774,87.6774,87.6774
16EF0016,16EF0016_2_2,63,98.4375,,PI665137,81.3565,81.3565,81.3565
16EF0016,16EF0016_2_3,62,96.875,,PI665137,79.2207,79.2207,79.2207
16EF0016,16EF0016_2_4,72,112.5,,PI665137,81.0408,81.0408,81.0408
16EF0017,16EF0017_1_1,68,106.25,,PI147837,89.214,89.214,89.214
16EF0017,16EF0017_1_2,59,92.1875,,PI147837,77.4994,77.4994,77.4994
16EF0017,16EF0017_1_3,76,118.75,,PI147837,107.4699,107.4699,107.4699
16EF0017,16EF0017_1_4,59,92.1875,,PI147837,105.9163,105.9163,105.9163
16EF0017,16EF0017_2_1,53,82.8125,,PI147837,76.9891,76.9891,76.9891
16EF0017,16EF0017_2_2,43,67.1875,,PI147837,83.1204,83.1204,83.1204
16EF0017,16EF0017_2_3,60,93.75,,PI147837,72.6028,72.6028,72.6028
16EF0017,16EF0017_2_4,57,89.0625,,PI147837,73.4164,73.4164,73.4164
16EF0018,16EF0018_1_1,69,107.8125,,PI454131,77.7562,77.7562,77.7562
16EF0018,16EF0018_1_2,75,117.1875,,PI454131,71.4481,71.4481,71.4481
16EF0018,16EF0018_1_3,63,98.4375,,PI454131,69.7901,69.7901,69.7901
16EF0018,16EF0018_1_4,71,110.9375,,PI454131,77.908,77.908,77.908
16EF0018,16EF0018_2_1,63,98.4375,,PI454131,79.3591,79.3591,79.3591
16EF0018,16EF0018_2_2,87,135.9375,,PI454131,82.5202,82.5202,82.5202
16EF0018,16EF0018_2_3,67,104.6875,,PI454131,93.2362,93.2362,93.2362
16EF0018,16EF0018_2_4,71,110.9375,,PI454131,82.0021,82.0021,82.0021
16EF0019,16EF0019_1_1,56,87.5,,PI665104,80.121,80.121,80.121
16EF0019,16EF0019_1_2,57,89.0625,,PI665104,76.7722,76.7722,76.7722
16EF0019,16EF0019_1_3,57,89.0625,,PI665104,81.483,81.483,81.483
16EF0019,16EF0019_1_4,37,57.8125,,PI665104,77.2204,77.2204,77.2204
16EF0019,16EF0019_2_1,52,81.25,,PI665104,82.9739,82.9739,82.9739
16EF0019,16EF0019_2_2,48,75,,PI665104,85.9858,85.9858,85.9858
16EF0019,16EF0019_2_3,55,85.9375,,PI665104,83.4179,83.4179,83.4179
16EF0019,16EF0019_2_4,57,89.0625,,PI665104,81.4363,81.4363,81.4363
16EF0020,16EF0020_1_1,42,65.625,,PI276844,72.5668,72.5668,72.5668
16EF0020,16EF0020_1_2,33,51.5625,,PI276844,74.5254,74.5254,74.5254
16EF0020,16EF0020_1_3,40,62.5,,PI276844,72.8325,72.8325,72.8325
16EF0020,16EF0020_1_4,39,60.9375,,PI276844,73.4995,73.4995,73.4995
16EF0020,16EF0020_2_1,61,95.3125,,PI276844,87.8374,87.8374,87.8374
16EF0020,16EF0020_2_2,67,104.6875,,PI276844,77.0459,77.0459,77.0459
16EF0020,16EF0020_2_3,68,106.25,,PI276844,78.8039,78.8039,78.8039
16EF0020,16EF0020_2_4,71,110.9375,,PI276844,76.4201,76.4201,76.4201
16EF0021,16EF0021_1_1,91,142.1875,,PI267364,64.6756,64.6756,64.6756
16EF0021,16EF0021_1_3,70,109.375,,PI267364,67.0759,67.0759,67.0759
16EF0021,16EF0021_1_4,72,112.5,,PI267364,69.9896,69.9896,69.9896
16EF0021,16EF0021_2_1,66,103.125,,PI267364,85.6315,85.6315,85.6315
16EF0021,16EF0021_2_2,87,135.9375,,PI267364,83.9738,83.9738,83.9738
16EF0021,16EF0021_2_3,70,109.375,,PI267364,85.471,85.471,85.471
16EF0021,16EF0021_2_4,69,107.8125,,PI267364,76.4916,76.4916,76.4916
16EF0022,16EF0022_1_1,78,121.875,,PI148089,69.9539,69.9539,69.9539
16EF0022,16EF0022_1_2,67,104.6875,,PI148089,91.8251,91.8251,91.8251
16EF0022,16EF0022_1_3,73,114.0625,,PI148089,70.4678,70.4678,70.4678
16EF0022,16EF0022_1_4,71,110.9375,,PI148089,74.7107,74.7107,74.7107
16EF0022,16EF0022_2_1,73,114.0625,,PI148089,79.0227,79.0227,79.0227
16EF0022,16EF0022_2_2,58,90.625,,PI148089,73.3161,73.3161,73.3161
16EF0022,16EF0022_2_3,76,118.75,,PI148089,67.6719,67.6719,67.6719
16EF0022,16EF0022_2_4,62,96.875,,PI148089,70.3444,70.3444,70.3444
16EF0023,16EF0023_1_1,56,87.5,,PI148089,83.2561,83.2561,83.2561
16EF0023,16EF0023_1_2,63,98.4375,,PI148089,93.7724,93.7724,93.7724
16EF0023,16EF0023_1_3,53,82.8125,,PI148089,90.6556,90.6556,90.6556
16EF0023,16EF0023_1_4,62,96.875,,PI148089,101.7196,101.7196,101.7196
16EF0023,16EF0023_1_5,52,81.25,,PI148089,79.1724,79.1724,79.1724
16EF0023,16EF0023_1_6,60,93.75,,PI148089,81.7852,81.7852,81.7852
16EF0023,16EF0023_2_1,72,112.5,,PI148089,74.7767,74.7767,74.7767
16EF0023,16EF0023_2_2,68,106.25,,PI148089,82.0508,82.0508,82.0508
16EF0023,16EF0023_2_3,78,121.875,,PI148089,68.5819,68.5819,68.5819
16EF0023,16EF0023_2_4,65,101.5625,,PI148089,66.9022,66.9022,66.9022
16EF0023,16EF0023_2_5,32,50,,PI148089,83.5836,83.5836,83.5836
16EF0023,16EF0023_2_6,39,60.9375,,PI148089,76.6552,76.6552,76.6552
16EF0024,16EF0024_1_1,67,104.6875,,PI665121,93.8346,93.8346,93.8346
16EF0024,16EF0024_1_2,68,106.25,,PI665121,106.0963,106.0963,106.0963
16EF0024,16EF0024_1_3,72,112.5,,PI665121,92.2031,92.2031,92.2031
16EF0024,16EF0024_1_4,71,110.9375,,PI665121,88.9575,88.9575,88.9575
16EF0024,16EF0024_1_5,73,114.0625,,PI665121,94.26,94.26,94.26
16EF0024,16EF0024_1_6,74,115.625,,PI665121,102.7664,102.7664,102.7664
16EF0024,16EF0024_2_1,77,120.3125,,PI665121,98.4321,98.4321,98.4321
16EF0024,16EF0024_2_2,90,140.625,,PI665121,105.174,105.174,105.174
16EF0024,16EF0024_2_3,91,142.1875,,PI665121,98.2512,98.2512,98.2512
16EF0024,16EF0024_2_4,95,148.4375,,PI665121,106.2524,106.2524,106.2524
16EF0024,16EF0024_2_5,69,107.8125,,PI665121,85.4548,85.4548,85.4548
16EF0024,16EF0024_2_6,67,104.6875,,PI665121,89.6061,89.6061,89.6061
16EF0025,16EF0025_1_1,84,131.25,,NSL55669,113.7723,113.7723,113.7723
16EF0025,16EF0025_1_2,105,164.0625,,NSL55669,108.7817,108.7817,108.7817
16EF0025,16EF0025_1_3,91,142.1875,,NSL55669,91.7703,91.7703,91.7703
16EF0025,16EF0025_1_4,103,160.9375,,NSL55669,106.3394,106.3394,106.3394
16EF0025,16EF0025_1_5,87,135.9375,,NSL55669,98.372,98.372,98.372
16EF0025,16EF0025_1_6,81,126.5625,,NSL55669,106.6138,106.6138,106.6138
16EF0025,16EF0025_2_1,81,126.5625,,NSL55669,86.0667,86.0667,86.0667
16EF0025,16EF0025_2_2,88,137.5,,NSL55669,100.3791,100.3791,100.3791
16EF0025,16EF0025_2_4,80,125,,NSL55669,88.3621,88.3621,88.3621
16EF0025,16EF0025_2_5,94,146.875,,NSL55669,,,
16EF0025,16EF0025_2_6,81,126.5625,,NSL55669,104.009,104.009,104.009
16EF0026,16EF0026_1_1,52,81.25,,PI651106,93.552,93.552,93.552
16EF0026,16EF0026_1_2,58,90.625,,PI651106,90.2785,90.2785,90.2785
16EF0026,16EF0026_1_3,66,103.125,,PI651106,86.1576,86.1576,86.1576
16EF0026,16EF0026_1_4,51,79.6875,,PI651106,93.4176,93.4176,93.4176
16EF0026,16EF0026_1_6,64,100,,PI651106,88.0837,88.0837,88.0837
16EF0026,16EF0026_2_1,59,92.1875,,PI651106,107.7329,107.7329,107.7329
16EF0026,16EF0026_2_2,59,92.1875,,PI651106,107.7329,107.7329,107.7329
16EF0026,16EF0026_2_3,64,100,,PI651106,73.0933,73.0933,73.0933
16EF0026,16EF0026_2_4,70,109.375,,PI651106,113.8197,113.8197,113.8197
16EF0026,16EF0026_2_5,66,103.125,,PI651106,81.9775,81.9775,81.9775
16EF0026,16EF0026_2_6,64,100,,PI651106,76.3402,76.3402,76.3402
16EF0027,16EF0027_1_1,54,84.375,,PI505717,110.7402,110.7402,110.7402
16EF0027,16EF0027_1_2,56,87.5,,PI505717,114.5972,114.5972,114.5972
16EF0027,16EF0027_1_3,43,67.1875,,PI505717,110.3928,110.3928,110.3928
16EF0027,16EF0027_1_4,55,85.9375,,PI505717,97.1176,97.1176,97.1176
16EF0027,16EF0027_1_5,63,98.4375,,PI505717,85.9587,85.9587,85.9587
16EF0027,16EF0027_1_6,60,93.75,,PI505717,102.2565,102.2565,102.2565
16EF0027,16EF0027_2_1,49,76.5625,,PI505717,83.8547,83.8547,83.8547
16EF0027,16EF0027_2_2,41,64.0625,,PI505717,102.1303,102.1303,102.1303
16EF0027,16EF0027_2_3,60,93.75,,PI505717,102.1776,102.1776,102.1776
16EF0027,16EF0027_2_4,66,103.125,,PI505717,97.671,97.671,97.671
16EF0027,16EF0027_2_5,64,100,,PI505717,91.1939,91.1939,91.1939
16EF0027,16EF0027_2_6,61,95.3125,,PI505717,108.5676,108.5676,108.5676
16EF0028,16EF0028_1_1,55,85.9375,,PI452931,85.5463,85.5463,85.5463
16EF0028,16EF0028_1_2,49,76.5625,,PI452931,90.3745,90.3745,90.3745
16EF0028,16EF0028_1_3,64,100,,PI452931,90.9586,90.9586,90.9586
16EF0028,16EF0028_1_4,65,101.5625,,PI452931,81.2998,81.2998,81.2998
16EF0028,16EF0028_1_5,52,81.25,,PI452931,86.1945,86.1945,86.1945
16EF0028,16EF0028_1_6,62,96.875,,PI452931,73.6285,73.6285,73.6285
16EF0028,16EF0028_2_1,69,107.8125,,PI452931,91.4572,91.4572,91.4572
16EF0028,16EF0028_2_2,65,101.5625,,PI452931,89.354,89.354,89.354
16EF0028,16EF0028_2_3,62,96.875,,PI452931,106.4964,106.4964,106.4964
16EF0028,16EF0028_2_4,64,100,,PI452931,79.4497,79.4497,79.4497
16EF0028,16EF0028_2_5,65,101.5625,,PI452931,131.8103,131.8103,131.8103
16EF0028,16EF0028_2_6,54,84.375,,PI452931,96.5429,96.5429,96.5429
16EF0029,16EF0029_1_1,18,28.125,,PI563352,89.5412,89.5412,89.5412
16EF0029,16EF0029_1_2,27,42.1875,,PI563352,110.0008,110.0008,110.0008
16EF0029,16EF0029_1_3,29,45.3125,,PI563352,96.3024,96.3024,96.3024
16EF0029,16EF0029_1_4,47,73.4375,,PI563352,93.9193,93.9193,93.9193
16EF0029,16EF0029_1_5,13,20.3125,,PI563352,90.8573,90.8573,90.8573
16EF0029,16EF0029_1_6,24,37.5,,PI563352,86.039,86.039,86.039
16EF0029,16EF0029_2_1,55,85.9375,,PI563352,95.1915,95.1915,95.1915
16EF0029,16EF0029_2_2,47,73.4375,,PI563352,82.8401,82.8401,82.8401
16EF0029,16EF0029_2_3,38,59.375,,PI563352,85.7805,85.7805,85.7805
16EF0029,16EF0029_2_4,15,23.4375,,PI563352,77.728,77.728,77.728
16EF0029,16EF0029_2_5,6,9.375,x,PI563352,83.3835,83.3835,83.3835
16EF0029,16EF0029_2_6,10,15.625,,PI563352,83.0808,83.0808,83.0808
16EF0030,16EF0030_1_1,73,114.0625,,PI452578,75.5512,75.5512,75.5512
16EF0030,16EF0030_1_2,74,115.625,,PI452578,77.5008,77.5008,77.5008
16EF0030,16EF0030_1_3,62,96.875,,PI452578,71.6002,71.6002,71.6002
16EF0030,16EF0030_1_4,77,120.3125,,PI452578,77.4886,77.4886,77.4886
16EF0030,16EF0030_1_5,82,128.125,,PI452578,79.769,79.769,79.769
16EF0030,16EF0030_1_6,70,109.375,,PI452578,82.8195,82.8195,82.8195
16EF0030,16EF0030_2_1,70,109.375,,PI452578,79.1342,79.1342,79.1342
16EF0030,16EF0030_2_2,71,110.9375,,PI452578,73.8774,73.8774,73.8774
16EF0030,16EF0030_2_3,64,100,,PI452578,98.9716,98.9716,98.9716
16EF0030,16EF0030_2_4,60,93.75,,PI452578,74.008,74.008,74.008
16EF0030,16EF0030_2_5,78,121.875,,PI452578,82.4147,82.4147,82.4147
16EF0030,16EF0030_2_6,59,92.1875,,PI452578,90.9515,90.9515,90.9515
16EF0031,16EF0031_1_1,67,104.6875,,PI452632,106.0913,106.0913,106.0913
16EF0031,16EF0031_1_2,70,109.375,,PI452632,87.9595,87.9595,87.9595
16EF0031,16EF0031_1_3,54,84.375,,PI452632,89.8271,89.8271,89.8271
16EF0031,16EF0031_1_4,59,92.1875,,PI452632,82.3661,82.3661,82.3661
16EF0031,16EF0031_1_5,63,98.4375,,PI452632,104.8756,104.8756,104.8756
16EF0031,16EF0031_1_6,64,100,,PI452632,81.1773,81.1773,81.1773
16EF0031,16EF0031_2_1,62,96.875,,PI452632,111.3361,111.3361,111.3361
16EF0031,16EF0031_2_2,61,95.3125,,PI452632,87.5124,87.5124,87.5124
16EF0031,16EF0031_2_3,73,114.0625,,PI452632,82.2992,82.2992,82.2992
16EF0031,16EF0031_2_4,68,106.25,,PI452632,85.4743,85.4743,85.4743
16EF0031,16EF0031_2_5,68,106.25,,PI452632,82.8602,82.8602,82.8602
16EF0031,16EF0031_2_6,54,84.375,,PI452632,86.0604,86.0604,86.0604
16EF0032,16EF0032_1_1,50,78.125,,NSL54577,102.9937,102.9937,102.9937
16EF0032,16EF0032_1_2,51,79.6875,,NSL54577,87.6087,87.6087,87.6087
16EF0032,16EF0032_1_3,48,75,,NSL54577,87.3932,87.3932,87.3932
16EF0032,16EF0032_1_4,55,85.9375,,NSL54577,109.428,109.428,109.428
16EF0032,16EF0032_1_5,60,93.75,,NSL54577,85.9277,85.9277,85.9277
16EF0032,16EF0032_1_6,53,82.8125,,NSL54577,109.4953,109.4953,109.4953
16EF0032,16EF0032_2_1,56,87.5,,NSL54577,99.6907,99.6907,99.6907
16EF0032,16EF0032_2_2,60,93.75,,NSL54577,111.4626,111.4626,111.4626
16EF0032,16EF0032_2_3,54,84.375,,NSL54577,91.8484,91.8484,91.8484
16EF0032,16EF0032_2_4,54,84.375,,NSL54577,91.8484,91.8484,91.8484
16EF0032,16EF0032_2_5,65,101.5625,,NSL54577,117.396,117.396,117.396
16EF0032,16EF0032_2_6,60,93.75,,NSL54577,92.9294,92.9294,92.9294
16EF0033,16EF0033_1_1,5,7.8125,x,Pacesetter,77.6278,77.6278,77.6278
16EF0033,16EF0033_1_2,29,45.3125,,Pacesetter,76.7361,76.7361,76.7361
16EF0033,16EF0033_1_3,32,50,,Pacesetter,78.4902,78.4902,78.4902
16EF0033,16EF0033_1_4,54,84.375,,Pacesetter,79.875,79.875,79.875
16EF0033,16EF0033_2_1,57,89.0625,,Pacesetter,83.1505,83.1505,83.1505
16EF0033,16EF0033_2_2,58,90.625,,Pacesetter,95.5923,95.5923,95.5923
16EF0033,16EF0033_2_3,59,92.1875,,Pacesetter,84.3158,84.3158,84.3158
16EF0033,16EF0033_2_4,56,87.5,,Pacesetter,86.3276,86.3276,86.3276
16EF0033,16EF0033_2_5,52,81.25,,Pacesetter,86.6834,86.6834,86.6834
16EF0033,16EF0033_2_6,38,59.375,,Pacesetter,81.5531,81.5531,81.5531
16EF0034,16EF0034_1_1,63,98.4375,,PI148089,69.4382,69.4382,69.4382
16EF0034,16EF0034_1_2,59,92.1875,,PI148089,67.6327,67.6327,67.6327
16EF0034,16EF0034_1_3,80,125,,PI148089,72.6697,72.6697,72.6697
16EF0034,16EF0034_1_4,63,98.4375,,PI148089,71.598,71.598,71.598
16EF0034,16EF0034_1_5,73,114.0625,,PI148089,72.3203,72.3203,72.3203
16EF0034,16EF0034_1_6,68,106.25,,PI148089,77.6924,77.6924,77.6924
16EF0034,16EF0034_2_1,68,106.25,,PI148089,78.6876,78.6876,78.6876
16EF0034,16EF0034_2_2,61,95.3125,,PI148089,87.3256,87.3256,87.3256
16EF0034,16EF0034_2_3,65,101.5625,,PI148089,97.7448,97.7448,97.7448
16EF0034,16EF0034_2_4,58,90.625,,PI148089,82.8935,82.8935,82.8935
16EF0034,16EF0034_2_5,66,103.125,,PI148089,83.2099,83.2099,83.2099
16EF0034,16EF0034_2_6,63,98.4375,,PI148089,84.7256,84.7256,84.7256
16EF0035,16EF0035_1_1,63,98.4375,,PI147838,94.3223,94.3223,94.3223
16EF0035,16EF0035_1_2,61,95.3125,,PI147838,94.151,94.151,94.151
16EF0035,16EF0035_1_3,58,90.625,,PI147838,92.2587,92.2587,92.2587
16EF0035,16EF0035_1_4,50,78.125,,PI147838,85.4685,85.4685,85.4685
16EF0035,16EF0035_1_5,44,68.75,,PI147838,87.6441,87.6441,87.6441
16EF0035,16EF0035_1_6,46,71.875,,PI147838,81.6541,81.6541,81.6541
16EF0035,16EF0035_2_1,53,82.8125,,PI147838,79.3747,79.3747,79.3747
16EF0035,16EF0035_2_2,58,90.625,,PI147838,78.9467,78.9467,78.9467
16EF0035,16EF0035_2_3,62,96.875,,PI147838,75.792,75.792,75.792
16EF0035,16EF0035_2_4,57,89.0625,,PI147838,77.8594,77.8594,77.8594
